week_start_date,city,humidity_perc_rlt,temp,ndvi_and_diurn
1993-02-19,sj,76.5328571429,22.316,2.74008
1993-02-26,sj,76.2171428571,21.66505,2.61886
1993-03-05,sj,73.2257142857,21.40305,2.81512
1993-03-12,sj,70.6457142857,20.44962,2.62068
1993-03-19,sj,77.7842857143,22.70133,2.82174
1993-03-26,sj,76.8485714286,22.18095,2.512
1993-04-02,sj,80.7957142857,22.65714,2.50109
1993-04-09,sj,78.5642857143,22.72571,2.57944
1993-04-16,sj,78.9614285714,23.00209,2.73002
1993-04-23,sj,81.2714285714,22.46181,2.60692
1993-04-30,sj,81.6557142857,23.64962,2.7681
1993-05-07,sj,84.0814285714,23.47581,2.0856
1993-05-14,sj,84.5214285714,23.11857,2.16744
1993-05-21,sj,82.4357142857,24.01991,2.43982
1993-05-28,sj,85.3985714286,24.878,2.40464
1993-06-04,sj,86.9,24.234,2.00349
1993-06-11,sj,80.6157142857,25.65029,2.56807
1993-06-18,sj,81.4928571429,24.13971,2.29615
1993-06-25,sj,82.6085714286,24.43857,2.29213
1993-07-02,sj,82.8328571429,24.93924,2.05662
1993-07-09,sj,81.1485714286,24.54667,2.24092
1993-07-16,sj,81.2157142857,24.31495,2.3238
1993-07-23,sj,79.15,24.74181,2.51489
1993-07-30,sj,85.5514285714,24.45838,1.99367
1993-08-06,sj,82.8828571429,25.14391,2.32896
1993-08-13,sj,81.0128571429,25.12667,2.22514
1993-08-20,sj,83.0757142857,25.05686,2.22765
1993-08-27,sj,81.7271428571,24.97648,2.58022
1993-09-03,sj,79.6285714286,24.8081,2.44991
1993-09-10,sj,80.6842857143,24.69781,2.55077
1993-09-17,sj,81.7942857143,24.75971,2.40458
1993-09-24,sj,80.9014285714,24.844,2.44421
1993-10-01,sj,82.61,24.94857,2.32085
1993-10-08,sj,83.8414285714,24.75162,2.36107
1993-10-15,sj,81.1028571429,24.86048,2.30396
1993-10-22,sj,78.8071428571,24.82057,2.53762
1993-10-29,sj,80.3985714286,24.60276,2.35134
1993-11-05,sj,79.5042857143,24.58686,2.44249
1993-11-12,sj,79.0371428571,24.02038,2.51781
1993-11-19,sj,80.3771428571,23.72486,2.21283
1993-11-26,sj,82.1542857143,23.57248,2.2203
1993-12-03,sj,80.4657142857,23.49238,2.65985
1993-12-10,sj,80.3028571429,22.89991,2.39084
1993-12-17,sj,76.8542857143,22.82495,2.56487
1993-12-24,sj,78.8285714286,22.95333,2.36437
1994-01-01,sj,78.0185714286,23.20476,2.68043
1994-01-08,sj,75.7428571429,22.26257,2.22149
1994-01-15,sj,79.15,22.15638,2.46013
1994-01-22,sj,75.9842857143,22.01524,2.45224
1994-01-29,sj,78.3814285714,22.01781,2.38498
1994-02-05,sj,76.8257142857,21.99876,2.4382
1994-02-12,sj,75.31,21.74457,2.36175
1994-02-19,sj,72.8857142857,21.80724,2.50271
1994-02-26,sj,74.7885714286,21.81019,2.80514
1994-03-05,sj,77.9157142857,21.93314,2.8442
1994-03-12,sj,81.5185714286,22.3799,2.42836
1994-03-19,sj,75.4357142857,22.00076,2.68638
1994-03-26,sj,74.6471428571,22.42905,3.44678
1994-04-02,sj,75.0828571429,22.78876,2.76658
1994-04-09,sj,73.9514285714,22.4239,2.59472
1994-04-16,sj,79.5171428571,22.25495,2.2836
1994-04-23,sj,75.2471428571,22.056,2.19838
1994-04-30,sj,74.5157142857,22.79333,2.63717
1994-05-07,sj,80.3528571429,23.9099,2.6483
1994-05-14,sj,80.4628571429,23.61562,2.15392
1994-05-21,sj,83.1357142857,23.87952,2.53169
1994-05-28,sj,79.5028571429,24.89162,2.56985
1994-06-04,sj,77.6642857143,24.28428,2.49446
1994-06-11,sj,80.3828571429,24.27781,2.55866
1994-06-18,sj,78.2928571429,24.42352,2.34312
1994-06-25,sj,78.7042857143,24.36381,2.19668
1994-07-02,sj,79.0271428571,24.60086,2.41519
1994-07-09,sj,78.8057142857,24.02543,2.2015
1994-07-16,sj,77.3028571429,24.10448,2.12683
1994-07-23,sj,77.1028571429,24.39514,2.28631
1994-07-30,sj,75.4357142857,24.44143,2.52636
1994-08-06,sj,77.7957142857,24.27552,2.36654
1994-08-13,sj,78.5842857143,24.35829,2.54696
1994-08-20,sj,76.4371428571,24.60048,2.37754
1994-08-27,sj,76.92,24.85876,2.41771
1994-09-03,sj,78.4828571429,25.3141,2.42669
1994-09-10,sj,79.1385714286,24.86981,2.33272
1994-09-17,sj,78.75,24.81695,2.3919
1994-09-24,sj,79.3142857143,24.64933,2.09778
1994-10-01,sj,80.3728571429,24.49505,2.38225
1994-10-08,sj,74.1171428571,24.79419,2.44171
1994-10-15,sj,78.2257142857,24.67552,2.65831
1994-10-22,sj,76.3485714286,24.92933,2.68205
1994-10-29,sj,85.4171428571,24.26191,2.29866
1994-11-05,sj,78.6857142857,24.57362,2.36168
1994-11-12,sj,80.0957142857,23.88886,2.36043
1994-11-19,sj,83.5842857143,24.35267,2.34489
1994-11-26,sj,83.5028571429,24.69762,2.57578
1994-12-03,sj,78.56,23.21743,2.49594
1994-12-10,sj,85.57,23.05219,2.00183
1994-12-17,sj,75.4557142857,22.96,2.522
1994-12-24,sj,76.9142857143,23.0959,2.81361
1995-01-01,sj,82.8671428571,23.95229,3.09092
1995-01-08,sj,75.8385714286,21.80886,2.638
1995-01-15,sj,74.0471428571,22.34181,2.5783
1995-01-22,sj,79.5528571429,21.32552,2.2608
1995-01-29,sj,78.33,22.43505,3.22908
1995-02-05,sj,81.4042857143,22.46352,2.43748
1995-02-12,sj,74.6557142857,22.21086,3.40831
1995-02-19,sj,77.0214285714,22.68629,2.93174
1995-02-26,sj,76.6342857143,22.19933,2.36251
1995-03-05,sj,79.8171428571,21.92114,2.75403
1995-03-12,sj,82.0528571429,22.09457,2.35636
1995-03-19,sj,77.02,21.822,2.26468
1995-03-26,sj,69.8614285714,20.71029,3.01854
1995-04-02,sj,67.3642857143,20.57019,3.06538
1995-04-09,sj,73.4,21.94295,3.25747
1995-04-16,sj,77.6057142857,23.3641,2.7148
1995-04-23,sj,77.3214285714,22.62248,2.56746
1995-04-30,sj,71.9371428571,21.87305,2.41432
1995-05-07,sj,76.0728571429,23.62752,3.10398
1995-05-14,sj,80.2614285714,24.20095,2.65312
1995-05-21,sj,80.8657142857,23.66381,2.33962
1995-05-28,sj,81.4471428571,24.12219,2.50116
1995-06-04,sj,80.7271428571,24.54486,2.38978
1995-06-11,sj,84.3457142857,23.81143,2.27909
1995-06-18,sj,79.1371428571,24.41105,2.5098
1995-06-25,sj,81.34,25.09581,2.4492
1995-07-02,sj,79.38,25.40648,2.3938
1995-07-09,sj,75.0657142857,25.37943,2.85277
1995-07-16,sj,81.96,25.19638,2.4953
1995-07-23,sj,81.09,25.53019,2.57556
1995-07-30,sj,85.0885714286,25.31448,2.10618
1995-08-06,sj,84.3757142857,25.33991,2.27564
1995-08-13,sj,80.3971428571,25.11019,2.2966
1995-08-20,sj,82.6257142857,25.91286,2.63912
1995-08-27,sj,83.4914285714,25.00943,2.5015
1995-09-03,sj,82.2257142857,25.16819,2.09858
1995-09-10,sj,78.1457142857,25.69067,2.9843
1995-09-17,sj,82.9114285714,25.49171,2.50285
1995-09-24,sj,83.3142857143,25.62448,2.41452
1995-10-01,sj,81.8542857143,25.47648,2.34415
1995-10-08,sj,83.1357142857,24.71895,2.36076
1995-10-15,sj,84.2071428571,24.78724,2.23654
1995-10-22,sj,80.6642857143,24.66857,2.34239
1995-10-29,sj,83.2142857143,24.48248,2.48101
1995-11-05,sj,80.8642857143,24.77857,2.76926
1995-11-12,sj,79.4042857143,23.83229,2.25778
1995-11-19,sj,77.6385714286,23.96048,2.49846
1995-11-26,sj,78.1414285714,23.87895,2.46611
1995-12-03,sj,80.6771428571,24.31572,2.47367
1995-12-10,sj,76.3328571429,23.42829,2.57267
1995-12-17,sj,79.9857142857,23.19438,2.27154
1995-12-24,sj,77.6371428571,22.62391,1.93035
1996-01-01,sj,84.1357142857,22.36276,1.65466
1996-01-08,sj,79.3214285714,23.10638,2.60559
1996-01-15,sj,82.5157142857,22.76295,2.29365
1996-01-22,sj,80.4771428571,22.25857,2.03453
1996-01-29,sj,75.6928571429,20.89943,2.07108
1996-02-05,sj,74.9614285714,21.61467,2.29306
1996-02-12,sj,79.6642857143,22.30276,2.49772
1996-02-19,sj,77.7828571429,22.518,2.66306
1996-02-26,sj,79.1985714286,22.17286,2.46328
1996-03-04,sj,73.06,21.55105,2.67788
1996-03-11,sj,76.4828571429,22.52486,2.40569
1996-03-18,sj,80.6471428571,22.64924,2.63393
1996-03-25,sj,73.4257142857,22.44276,3.02766
1996-04-01,sj,79.02,22.22943,2.39705
1996-04-08,sj,79.7757142857,23.02819,2.62093
1996-04-15,sj,78.3114285714,22.63876,2.33906
1996-04-22,sj,74.1714285714,22.47914,2.28002
1996-04-29,sj,76.3942857143,22.42971,2.2353
1996-05-06,sj,74.7928571429,21.93229,2.13826
1996-05-13,sj,82.84,22.64419,1.86059
1996-05-20,sj,82.78,23.63543,2.26182
1996-05-27,sj,82.7514285714,24.57933,2.48918
1996-06-03,sj,82.3685714286,24.37076,2.33377
1996-06-10,sj,82.2357142857,23.732,2.05945
1996-06-17,sj,83.3228571429,23.54562,1.98691
1996-06-24,sj,80.9071428571,24.45486,2.12321
1996-07-01,sj,80.0614285714,24.38314,2.15954
1996-07-08,sj,81.8357142857,24.66009,2.21208
1996-07-15,sj,84.3228571429,24.17286,2.03529
1996-07-22,sj,79.1985714286,24.30086,1.98964
1996-07-29,sj,81.91,24.09886,1.91614
1996-08-05,sj,85.01,24.31238,1.81316
1996-08-12,sj,80.9357142857,24.38229,2.24607
1996-08-19,sj,84.3442857143,24.00448,2.23525
1996-08-26,sj,79.2728571429,24.69095,2.27996
1996-09-02,sj,81.54,25.30286,2.38411
1996-09-09,sj,81.9857142857,24.66667,2.14754
1996-09-16,sj,85.69,24.52867,1.95917
1996-09-23,sj,82.6385714286,25.25667,2.1123
1996-09-30,sj,79.1771428571,24.56495,2.04518
1996-10-07,sj,81.26,24.64448,2.24452
1996-10-14,sj,79.9571428571,24.42143,2.26172
1996-10-21,sj,80.7342857143,25.28952,2.52318
1996-10-28,sj,81.13,23.962,2.08998
1996-11-04,sj,84.1114285714,24.10543,2.10634
1996-11-11,sj,83.64,23.16638,1.98603
1996-11-18,sj,83.3971428571,23.27333,1.81238
1996-11-25,sj,86.0714285714,23.26133,1.69784
1996-12-02,sj,75.2928571429,21.76571,1.78476
1996-12-09,sj,73.2528571429,21.79543,2.37096
1996-12-16,sj,79.3728571429,21.51829,1.69354
1996-12-23,sj,71.0628571429,20.62943,2.1112
1997-01-01,sj,75.6785714286,23.6801,2.59824
1997-01-08,sj,80.3,21.76105,2.07848
1997-01-15,sj,74.94,21.50305,2.26604
1997-01-22,sj,80.0928571429,22.14419,2.45276
1997-01-29,sj,82.3885714286,21.66048,1.66641
1997-02-05,sj,75.0757142857,21.162,2.08405
1997-02-12,sj,80.9471428571,21.73648,1.91548
1997-02-19,sj,76.7128571429,21.77962,2.13682
1997-02-26,sj,74.6314285714,21.29372,1.98104
1997-03-05,sj,74.2557142857,21.28295,1.88096
1997-03-12,sj,75.3728571429,21.35095,2.05082
1997-03-19,sj,76.9042857143,21.57752,2.21864
1997-03-26,sj,74.1185714286,21.99428,2.95888
1997-04-02,sj,74.2057142857,21.71714,2.61063
1997-04-09,sj,74.85,21.48638,2.06866
1997-04-16,sj,71.5585714286,21.41438,2.74465
1997-04-23,sj,75.4171428571,23.41286,3.4251
1997-04-30,sj,76.9528571429,23.86543,2.98162
1997-05-07,sj,75.8785714286,23.95686,2.81602
1997-05-14,sj,78.5371428571,23.63238,2.85656
1997-05-21,sj,75.9828571429,23.77924,2.43408
1997-05-28,sj,78.7114285714,23.88,2.47912
1997-06-04,sj,83.4857142857,24.10676,2.32211
1997-06-11,sj,79.7457142857,24.80324,2.53651
1997-06-18,sj,79.3642857143,25.09048,2.66362
1997-06-25,sj,80.2457142857,24.84076,2.2703
1997-07-02,sj,78.6385714286,24.84314,2.4087
1997-07-09,sj,78.62,25.172,2.54416
1997-07-16,sj,80.9171428571,24.96733,2.35621
1997-07-23,sj,82.1328571429,24.77314,2.03964
1997-07-30,sj,79.4542857143,24.51391,2.4183
1997-08-06,sj,81.1042857143,25.0899,2.17065
1997-08-13,sj,82.3928571429,24.85686,2.31584
1997-08-20,sj,83.28,24.87505,2.19383
1997-08-27,sj,81.1428571429,24.91324,2.20398
1997-09-03,sj,82.22,25.18514,2.23992
1997-09-10,sj,83.1642857143,25.57686,2.24064
1997-09-17,sj,81.8085714286,25.84114,2.35832
1997-09-24,sj,78.78,24.86848,2.34914
1997-10-01,sj,84.4371428571,24.99829,2.29164
1997-10-08,sj,80.0842857143,25.23609,2.5217
1997-10-15,sj,83.5757142857,24.464,2.12793
1997-10-22,sj,82.2342857143,24.57467,2.40954
1997-10-29,sj,77.5328571429,24.84505,2.21908
1997-11-05,sj,77.3071428571,24.3661,2.11424
1997-11-12,sj,77.1628571429,24.22019,2.46614
1997-11-19,sj,82.7657142857,24.44686,1.99892
1997-11-26,sj,82.27,24.42352,2.06366
1997-12-03,sj,79.3957142857,24.07438,2.21946
1997-12-10,sj,74.2814285714,24.02257,2.7924
1997-12-17,sj,74.7957142857,23.72324,2.51224
1997-12-24,sj,79.47,23.81209,2.60837
1998-01-01,sj,79.5507142857,23.67124,2.34294
1998-01-08,sj,79.6314285714,23.53038,2.1303
1998-01-15,sj,84.6942857143,22.61791,1.98308
1998-01-22,sj,78.1828571429,22.80333,2.30352
1998-01-29,sj,76.2614285714,23.04657,2.45686
1998-02-05,sj,75.7771428571,22.93467,2.86198
1998-02-12,sj,81.6128571429,24.03781,2.53083
1998-02-19,sj,70.7014285714,21.33552,2.1684
1998-02-26,sj,75.0157142857,22.99781,2.63686
1998-03-05,sj,77.9242857143,22.43133,2.58688
1998-03-12,sj,80.7785714286,23.07429,2.33757
1998-03-19,sj,72.6428571429,21.89372,2.45389
1998-03-26,sj,76.6757142857,22.92543,2.42598
1998-04-02,sj,81.4057142857,23.08886,2.22854
1998-04-09,sj,80.19,22.82362,2.37865
1998-04-16,sj,81.1457142857,23.60324,2.11119
1998-04-23,sj,77.7128571429,22.23,2.05993
1998-04-30,sj,80.0728571429,24.12467,2.38665
1998-05-07,sj,77.3314285714,23.52048,2.15203
1998-05-14,sj,78.4014285714,23.99876,2.69922
1998-05-21,sj,84.0714285714,25.24371,2.49621
1998-05-28,sj,84.6357142857,24.97629,2.01136
1998-06-04,sj,82.46,24.60229,2.17012
1998-06-11,sj,82.3057142857,25.55048,2.44788
1998-06-18,sj,78.53,25.06343,2.29192
1998-06-25,sj,84.0257142857,25.03705,2.3189
1998-07-02,sj,80.0857142857,25.31057,2.1012
1998-07-09,sj,81.29,25.11476,2.30946
1998-07-16,sj,78.99,24.95619,2.47487
1998-07-23,sj,82.2128571429,24.69743,2.20533
1998-07-30,sj,83.7428571429,25.01838,2.04084
1998-08-06,sj,81.2171428571,25.39209,2.32686
1998-08-13,sj,82.8,25.63867,2.21686
1998-08-20,sj,84.2028571429,25.66086,2.10033
1998-08-27,sj,83.45,25.52505,2.43144
1998-09-03,sj,82.1928571429,25.50752,2.55677
1998-09-10,sj,84.0028571429,25.21857,2.26867
1998-09-17,sj,82.3328571429,25.67943,2.34283
1998-09-24,sj,83.3314285714,25.15076,2.08842
1998-10-01,sj,78.7828571429,25.08124,2.3172
1998-10-08,sj,79.9985714286,25.23886,1.99808
1998-10-15,sj,78.0985714286,25.02152,2.30252
1998-10-22,sj,82.0385714286,25.22133,2.32672
1998-10-29,sj,83.8657142857,24.87514,2.06552
1998-11-05,sj,85.12,24.73038,2.10731
1998-11-12,sj,80.9142857143,24.75362,2.21458
1998-11-19,sj,86.2142857143,23.9161,1.9877
1998-11-26,sj,80.0214285714,23.7061,1.9786
1998-12-03,sj,83.0242857143,23.0821,1.98769
1998-12-10,sj,85.9114285714,23.23171,1.64921
1998-12-17,sj,78.6685714286,23.54257,1.90808
1998-12-24,sj,78.4185714286,23.55914,2.06598
1999-01-01,sj,79.50785714285,23.3591,2.03245
1999-01-08,sj,80.5971428571,23.15905,1.99893
1999-01-15,sj,76.9542857143,22.37619,1.86859
1999-01-22,sj,81.31,22.54333,2.29504
1999-01-29,sj,79.6714285714,21.91152,2.07983
1999-02-05,sj,70.1985714286,20.41952,1.9736
1999-02-12,sj,68.6414285714,20.08733,2.39354
1999-02-19,sj,76.2457142857,21.42714,2.5742
1999-02-26,sj,72.2514285714,20.21848,2.46245
1999-03-05,sj,77.4271428571,21.85638,2.59684
1999-03-12,sj,71.6914285714,21.63552,2.54522
1999-03-19,sj,74.8042857143,21.90029,2.64425
1999-03-26,sj,73.94,22.31991,2.69722
1999-04-02,sj,78.91,22.79971,2.33486
1999-04-09,sj,75.3885714286,22.07924,2.21065
1999-04-16,sj,73.6414285714,21.77333,2.60154
1999-04-23,sj,75.39,23.49695,2.72552
1999-04-30,sj,74.7985714286,23.22067,2.58266
1999-05-07,sj,78.6828571429,24.24295,2.88427
1999-05-14,sj,76.3085714286,23.45648,2.58824
1999-05-21,sj,76.5985714286,24.24,2.69187
1999-05-28,sj,79.7171428571,24.94743,2.29853
1999-06-04,sj,77.3714285714,24.98419,2.48702
1999-06-11,sj,80.7542857143,24.8181,2.5458
1999-06-18,sj,79.75,24.85991,2.35005
1999-06-25,sj,83.9614285714,24.31838,1.99462
1999-07-02,sj,81.25,24.9981,1.97334
1999-07-09,sj,80.7985714286,24.11581,2.08972
1999-07-16,sj,81.8471428571,24.63286,2.33712
1999-07-23,sj,83.9185714286,24.51733,1.93872
1999-07-30,sj,80.9685714286,24.89305,2.32202
1999-08-06,sj,81.6728571429,25.19791,2.20996
1999-08-13,sj,82.6457142857,24.922,2.108
1999-08-20,sj,81.3871428571,25.17029,2.15234
1999-08-27,sj,81.9985714286,25.26533,2.28944
1999-09-03,sj,81.0028571429,25.24981,2.30373
1999-09-10,sj,79.9657142857,25.21933,2.10626
1999-09-17,sj,79.6971428571,25.68533,2.29238
1999-09-24,sj,79.39,25.1299,2.37363
1999-10-01,sj,79.8371428571,25.50362,2.59546
1999-10-08,sj,79.6742857143,25.00524,2.29425
1999-10-15,sj,79.16,24.28409,2.12364
1999-10-22,sj,82.6571428571,24.74362,1.725
1999-10-29,sj,85.3771428571,25.01867,2.15522
1999-11-05,sj,81.6285714286,24.74219,2.17033
1999-11-12,sj,81.4885714286,24.08857,2.02474
1999-11-19,sj,85.4042857143,24.15019,1.9186
1999-11-26,sj,86.4057142857,24.13524,1.64066
1999-12-03,sj,78.6828571429,23.14257,2.74097
1999-12-10,sj,81.8642857143,22.1521,1.58966
1999-12-17,sj,72.6528571429,21.284,1.70948
1999-12-24,sj,76.4971428571,21.69629,1.73048
2000-01-01,sj,76.3171428571,22.42524,2.30746
2000-01-08,sj,79.6071428571,22.59514,1.87899
2000-01-15,sj,77.3428571429,21.82362,1.93609
2000-01-22,sj,70.4571428571,20.14467,1.82761
2000-01-29,sj,67.7657142857,19.55438,2.64585
2000-02-05,sj,74.0628571429,21.7899,2.53619
2000-02-12,sj,76.5028571429,22.03152,2.40004
2000-02-19,sj,76.1171428571,22.09867,2.48778
2000-02-26,sj,74.0642857143,21.15095,2.23943
2000-03-04,sj,75.7214285714,20.972,2.41422
2000-03-11,sj,66.7357142857,20.00571,2.87898
2000-03-18,sj,72.1428571429,20.57657,2.06711
2000-03-25,sj,71.39,20.68124,2.53262
2000-04-01,sj,71.3514285714,20.42676,2.90714
2000-04-08,sj,77.7857142857,22.40276,2.48311
2000-04-15,sj,75.8428571429,21.90714,2.77062
2000-04-22,sj,74.7542857143,21.82419,2.23023
2000-04-29,sj,78.2442857143,23.0959,2.98936
2000-05-06,sj,76.2142857143,23.0879,2.62338
2000-05-13,sj,78.3371428571,22.92095,2.48268
2000-05-20,sj,77.7128571429,23.24695,2.50657
2000-05-27,sj,79.1971428571,23.47962,2.30705
