city,diurn_mean,ndvi,avg_temp,max_temp,humidity_perc_rlt,temp
iq,13.6381,0.27897,27.15206,36.45,73.1414285714,17.80238
iq,14.36429,0.3493,28.08762,37.4,64.6885714286,17.79857
iq,12.68571,0.28364,27.41762,37.8,79.5628571429,19.01476
iq,13.94524,0.25997,28.03,38.95,74.25,18.89952
iq,11.98929,0.31032,27.11405,36.1,85.1371428571,20.32429
iq,11.14524,0.21109,26.67048,35.0,86.9985714286,20.10714
iq,9.4,0.24126,25.81048,33.75,87.7171428571,19.70048
iq,9.83929,0.30632,26.96214,34.2,91.9442857143,21.56762
iq,8.75714,0.30908,26.16476,33.65,95.2857142857,21.2181
iq,8.08571,0.20263,25.59571,33.6,96.0471428571,20.79333
iq,8.15,0.26091,25.85143,33.2,96.84,21.24905
iq,10.46786,0.2858,26.78095,35.25,93.3957142857,21.11905
iq,8.875,0.31172,26.82714,33.75,90.6628571429,21.23048
iq,8.68929,0.22105,26.16143,34.2,92.6142857143,21.1481
iq,7.78857,0.22947,26.28524,33.5,93.8457142857,21.47952
iq,9.325,0.1543,26.33976,33.25,93.4085714286,21.0719
iq,11.025,0.31786,27.54905,35.0,84.06,20.52476
iq,9.31429,0.44387,26.59635,35.3,91.56,20.24714
iq,8.62143,0.26632,25.84476,32.75,94.3742857143,20.59381
iq,10.43571,0.24541,26.69667,34.45,84.46,19.7719
iq,11.88571,0.17037,27.44333,36.2,74.8842857143,19.2019
iq,7.22857,0.14285,25.40619,32.85,94.5528571429,20.59048
iq,7.18929,0.27018,25.00238,31.55,94.3542857143,20.27857
iq,10.33036,0.12479,26.91405,34.0,89.9742857143,20.93762
iq,10.15714,0.24267,27.75476,35.3,86.0128571429,21.20143
iq,8.5,0.18192,26.11714,33.25,92.4685714286,20.84762
iq,6.87143,0.17821,25.00524,32.45,96.1714285714,20.40238
iq,9.12143,0.22676,26.22143,34.7,93.6285714286,21.14524
iq,12.63571,0.18744,27.94571,38.65,91.5942857143,21.28429
iq,9.65143,0.25154,26.66,34.35,93.0142857143,21.05714
iq,8.35179,0.19784,26.40976,33.7,96.27,21.77905
iq,6.61857,0.23677,25.32952,32.6,95.9928571429,20.6081
iq,9.41786,0.28874,26.55714,33.6,92.5471428571,20.91905
iq,6.70952,0.35261,25.15905,32.2,97.2771428571,20.89952
iq,8.2369,0.17017,25.58952,32.9,96.14,20.52571
iq,6.78571,0.24012,23.7219,30.5,98.1328571429,19.06762
iq,7.82857,0.17781,24.72698,31.8,95.8542857143,19.66714
iq,9.01714,0.23701,26.10667,34.05,92.4614285714,20.68286
iq,6.83214,0.1895,25.18286,32.15,97.6171428571,20.85952
iq,8.32321,0.30359,25.4481,31.8,96.2228571429,20.49524
iq,9.81964,0.30657,24.76357,32.7,90.0485714286,18.78524
iq,7.99643,0.19677,24.23143,31.7,95.5757142857,19.29286
iq,7.0,0.25044,23.6627,33.15,94.1271428571,18.91619
iq,10.4875,0.16462,25.44167,33.75,86.6557142857,18.77429
iq,11.41667,0.18824,25.5427,33.5,85.6114285714,17.26333
iq,10.89762,0.25359,24.99841,32.25,77.8042857143,16.50286
iq,10.10714,0.18929,25.46833,33.15,82.27,18.20667
iq,11.92143,0.21718,26.01952,34.7,77.8614285714,18.06
iq,10.35357,0.22894,25.67,34.2,83.9271428571,18.90238
iq,10.97857,0.38247,25.99095,34.55,81.9428571429,18.34048
iq,11.49286,0.24445,26.51571,34.0,85.7257142857,19.39286
iq,12.33571,0.27605,25.49143,35.2,70.9285714286,16.07238
iq,12.48571,0.22289,26.95254,35.75,76.5328571429,18.79143
iq,11.17857,0.33177,25.48524,36.45,85.03,17.3319
iq,10.05238,0.36885,26.49016,34.8,88.1171428571,20.3
iq,11.8875,0.23795,27.54405,36.55,83.6828571429,20.37667
iq,10.275,0.20827,26.33381,35.85,92.1657142857,20.70905
iq,9.58929,0.26675,26.60429,33.5,90.3428571429,20.94952
iq,10.21607,0.42798,27.20357,36.35,87.37,20.75667
iq,11.60952,0.12565,27.87254,36.3,77.7842857143,20.07286
iq,9.49762,0.38297,26.56429,35.9,88.48,20.24333
iq,10.73929,0.30414,27.01286,35.45,86.7557142857,19.76286
iq,9.79643,0.27331,26.89619,35.0,90.8828571429,21.40143
iq,9.65238,0.28122,27.04333,35.1,86.9957142857,21.15
iq,9.93333,0.3542,26.93937,35.75,89.2071428571,20.71048
iq,9.98571,0.32842,27.1119,33.8,93.2314285714,21.86524
iq,9.39643,0.17237,26.67048,35.15,93.9171428571,21.3281
iq,6.89286,0.26204,24.88238,31.35,96.9371428571,20.5519
iq,7.1631,0.20851,25.37675,31.975,96.3657142857,20.94976
iq,7.43333,0.25648,25.87111,32.6,95.7942857143,21.34762
iq,8.36429,0.31832,26.47,33.65,96.1285714286,21.67762
iq,11.31429,0.31446,27.7273,34.95,82.4671428571,20.52714
iq,12.88393,0.21756,28.65833,36.15,65.2842857143,18.54381
iq,13.80536,0.11322,28.1581,36.6,72.9271428571,18.98524
iq,9.0,0.29876,26.58167,33.75,86.7657142857,20.70476
iq,8.91429,0.2058,26.14381,36.3,87.7185714286,20.21714
iq,8.97381,0.29299,26.26175,34.7,93.0128571429,20.74952
iq,10.19286,0.1958,26.60333,34.8,92.5614285714,20.93333
iq,8.12143,0.29285,25.43286,32.45,96.2885714286,20.72619
iq,9.64286,0.37718,26.57429,33.4,93.6285714286,20.89
iq,7.50714,0.20626,26.05429,32.25,96.2385714286,21.38143
iq,7.15714,0.14742,25.8446,32.4,97.9414285714,21.34524
iq,7.88571,0.33362,26.14714,32.85,96.4985714286,21.58381
iq,9.67619,0.20074,26.63349,34.5,92.32,20.91524
iq,8.325,0.29852,26.0981,32.75,94.7885714286,21.29333
iq,6.84762,0.2401,25.49635,31.7,97.8085714286,21.21619
iq,9.32381,0.14801,26.05349,33.1,95.1157142857,21.13238
iq,7.08571,0.16516,24.97619,31.7,93.8971428571,19.53286
iq,8.25,0.21328,25.81048,34.7,91.6271428571,20.32381
iq,9.03929,0.14091,25.56976,33.35,93.5757142857,20.01952
iq,8.84286,0.13294,25.36286,31.95,94.6928571429,19.90333
iq,6.80476,0.21296,24.2081,29.5,96.8757142857,19.62
iq,8.09286,0.27088,24.47524,33.15,92.3714285714,19.38143
iq,8.7375,0.18066,23.84119,31.65,90.4471428571,17.95762
iq,8.30357,0.24418,24.54571,31.15,94.6685714286,19.5019
iq,9.16786,0.30846,25.08429,32.05,90.9057142857,19.45571
iq,11.45714,0.22341,25.74571,33.5,85.1585714286,18.88952
iq,9.5,0.26753,25.07571,31.75,90.9285714286,19.60905
iq,8.90476,0.20974,24.58111,33.0,92.5271428571,18.83238
iq,10.64524,0.24274,25.6827,34.2,79.7185714286,17.66286
iq,10.74286,0.22058,24.95524,32.75,79.2357142857,16.86571
iq,11.87619,0.34676,26.21302,33.675,78.4814285714,18.27762
iq,11.08095,0.27626,26.30556,34.95,83.1728571429,18.96476
iq,10.46429,0.33325,26.08333,33.4,86.54,19.42429
iq,9.49286,0.12746,26.79048,34.75,88.7428571429,21.04524
iq,9.21429,0.2577,25.98413,34.45,91.2,20.22333
iq,13.35,0.30109,26.86667,35.75,79.5571428571,18.79476
iq,12.37857,0.2711,27.5781,36.55,84.8071428571,20.70905
iq,9.85179,0.2528,25.76214,32.75,88.8257142857,19.76286
iq,9.82857,0.34206,26.62381,34.35,94.16,21.0881
iq,11.35357,0.24519,27.35,36.1,85.0657142857,20.76571
iq,11.15714,0.27668,26.59476,37.55,87.87,20.23143
iq,11.50357,0.34446,27.54667,35.55,84.8271428571,20.84476
iq,7.41429,0.32679,25.35857,32.45,96.3542857143,20.83524
iq,11.32143,0.20571,27.63476,36.05,84.6114285714,20.79524
iq,9.13714,0.20109,26.38619,34.2,95.2514285714,21.44476
iq,10.97857,0.19036,27.1519,35.3,87.13,20.96667
iq,8.4125,0.31117,26.25345,33.425,93.9385714286,21.26048
iq,9.93214,0.23614,27.03738,34.75,88.78,21.0419
iq,8.36429,0.35269,26.62048,33.3,93.2528571429,21.72619
iq,8.89643,0.31074,26.75524,33.675,93.1292857143,21.5019
iq,9.42857,0.26879,26.89,34.05,93.0057142857,21.27762
iq,8.81429,0.32348,26.3019,34.4,95.53,20.89524
iq,11.2619,0.32168,28.16651,35.6,83.3,21.36286
iq,11.02619,0.30388,27.87413,35.1,87.3128571429,21.52571
iq,10.03393,0.15097,27.47167,35.4,89.4271428571,21.59762
iq,6.95952,0.21966,25.30413,32.1,95.9771428571,20.62381
iq,8.24286,0.20039,26.23048,31.95,95.7485714286,21.68952
iq,9.37857,0.22534,26.74381,34.35,91.5771428571,21.21476
iq,8.60714,0.26781,26.60603,33.35,94.4014285714,21.70905
iq,5.76429,0.17031,25.81429,33.35,97.6871428571,22.26762
iq,8.83214,0.19944,26.23095,32.65,92.2671428571,20.31619
iq,9.15143,0.19603,26.63952,33.5,89.82,21.05714
iq,9.23929,0.37511,26.06857,34.95,93.8014285714,20.37095
iq,9.65357,0.26781,26.26952,33.65,92.4171428571,20.54286
iq,7.88214,0.17747,25.93857,31.95,97.3228571429,21.77952
iq,7.70357,0.21178,26.16,33.7,97.3814285714,21.46952
iq,7.87143,0.20227,26.46381,32.35,97.1628571429,21.98524
iq,6.8,0.15087,25.18857,32.65,95.9371428571,20.80238
iq,10.43571,0.21942,26.76857,34.15,88.2942857143,20.69381
iq,8.84643,0.22101,25.8419,32.55,93.9185714286,21.13667
iq,9.82143,0.29962,27.00667,34.35,84.6585714286,20.63714
iq,9.47381,0.36802,26.38762,34.1,86.7014285714,20.05952
iq,8.16905,0.13513,25.63,31.65,94.5928571429,20.78857
iq,9.18095,0.25114,25.88841,32.55,89.1942857143,20.11476
iq,10.01786,0.28749,26.0881,33.75,84.4671428571,19.48762
iq,9.74762,0.24105,25.38206,34.05,88.3871428571,19.12857
iq,10.9,0.19638,26.36238,34.9,84.6928571429,19.02238
iq,11.47381,0.37329,25.46048,34.7,77.3728571429,16.53619
iq,13.10714,0.15904,25.75762,34.25,75.6971428571,16.66571
iq,7.89286,0.31086,23.43762,32.8,84.2385714286,17.93667
iq,11.04286,0.28554,26.06667,33.75,75.5714285714,18.01476
iq,12.01786,0.25781,26.86214,35.1,74.8557142857,18.64667
iq,13.3375,0.29735,27.1906,35.15,64.6585714286,16.62286
iq,11.95714,0.29329,26.61905,35.5,83.8542857143,19.49524
iq,10.59643,0.389,26.11857,35.4,79.6471428571,18.91571
iq,12.3127,0.29204,27.2428,35.6,71.9714285714,19.2081
iq,10.7504,0.23024,26.26608,34.45,83.73,19.83548
iq,12.00952,0.18667,26.00984,35.2,76.5957142857,17.9219
iq,14.16429,0.40647,28.9181,39.05,67.2128571429,19.11143
iq,13.62857,0.31455,27.38667,38.0,74.9528571429,18.79429
iq,11.74286,0.34435,27.62429,38.6,75.5085714286,19.51714
iq,12.47143,0.30681,27.95714,37.0,81.6914285714,20.1619
iq,9.79643,0.31989,26.51,34.35,89.1428571429,20.43905
iq,10.54286,0.18794,27.72349,34.95,87.2314285714,21.4019
iq,9.9625,0.3762,26.86508,35.5,89.31,20.81143
iq,9.35357,0.4017,26.66762,34.35,93.1771428571,21.40952
iq,9.95714,0.25787,27.51381,35.55,90.3485714286,21.86286
iq,10.56429,0.34365,27.37889,34.45,86.4085714286,21.10571
iq,10.8,0.28381,27.34143,35.1,87.7214285714,21.32381
iq,9.875,0.20814,26.97714,34.0,92.9571428571,21.82762
iq,8.19286,0.17889,26.56429,32.5,95.6742857143,21.93571
iq,8.54286,0.28835,26.40333,33.1,93.8214285714,21.55667
iq,11.33214,0.2205,26.6969,34.65,73.1614285714,17.98429
iq,10.44286,0.21389,26.93619,34.6,88.3357142857,20.82905
iq,9.55893,0.15353,26.70476,34.05,89.9557142857,21.00429
iq,7.58214,0.14951,25.59381,32.65,93.1142857143,20.66381
iq,7.20179,0.3505,25.67905,31.7,97.32,21.10381
iq,7.29286,0.21225,26.00619,31.9,95.8271428571,21.51714
iq,8.09286,0.29064,25.93571,33.0,91.0985714286,20.43048
iq,10.71286,0.18676,27.31905,34.8,86.0314285714,20.38905
iq,8.79762,0.16104,26.51921,33.4,92.6057142857,21.38857
iq,7.98214,0.38124,26.34429,32.15,96.36,21.63667
iq,8.10714,0.16841,26.30452,33.0,93.3471428571,21.24381
iq,8.02143,0.24726,25.89333,32.3,93.7871428571,20.81905
iq,8.47857,0.20977,26.52524,32.8,95.0242857143,21.56714
iq,9.91905,0.2216,26.38349,34.5,91.8114285714,20.78571
iq,8.86429,0.27105,26.31333,33.2,95.51,21.11
iq,7.89643,0.30022,26.21333,33.1,92.1114285714,21.08
iq,8.1119,0.19323,25.18571,32.9,90.8642857143,19.23667
iq,8.75714,0.13156,26.16714,33.3,93.6357142857,20.96571
iq,5.91429,0.25695,24.01381,31.8,96.0985714286,19.89333
iq,12.03571,0.34449,24.05619,32.15,72.0342857143,15.33333
iq,10.65952,0.16575,26.19127,34.35,80.3857142857,18.32905
iq,7.90952,0.12088,24.25286,31.5,92.5057142857,18.79429
iq,8.75,0.28531,25.26952,33.6,93.4757142857,20.09714
iq,11.38571,0.16581,25.88762,34.3,87.2142857143,19.11952
iq,10.56786,0.2594,25.10095,32.9,88.4714285714,18.50905
iq,10.52143,0.28911,25.2219,33.8,83.4671428571,17.84571
iq,8.68571,0.26327,25.02095,32.4,90.4328571429,19.41619
iq,10.91429,0.30635,25.57619,33.4,77.2714285714,18.03333
iq,11.5625,0.34634,25.96095,34.2,85.14,18.79905
iq,11.37714,0.33339,25.61571,33.65,79.7428571429,17.58
iq,11.42679,0.19153,26.02595,34.8,88.7071428571,19.53571
iq,12.21429,0.38042,26.20476,34.9,79.2428571429,17.80381
iq,10.35238,0.28721,26.98365,34.1,84.62,20.28714
iq,10.78571,0.24156,26.59048,35.3,83.0471428571,19.67857
iq,10.60238,0.33485,26.22667,35.1,85.3728571429,19.75
iq,12.86429,0.25972,27.0119,35.7,75.53,18.42
iq,11.58929,0.25287,26.43905,35.35,77.2542857143,17.67667
iq,12.3381,0.34224,27.37683,36.5,77.5142857143,19.07
iq,11.84286,0.41847,27.5446,35.4,82.8457142857,20.54762
iq,13.64286,0.3169,27.53381,36.6,80.49,19.64952
iq,11.07857,0.17923,27.4781,35.1,86.8528571429,21.21619
iq,9.33571,0.28556,27.75429,35.25,90.3785714286,22.37
iq,9.88143,0.41824,26.92286,34.55,89.7,20.79095
iq,11.44048,0.32671,28.39302,36.25,82.9342857143,21.52095
iq,8.875,0.28015,27.53238,34.35,92.0885714286,22.31143
iq,8.7619,0.25654,25.77714,32.35,94.44,20.71429
iq,8.18571,0.31948,26.21857,33.3,94.3028571429,21.56667
iq,9.89524,0.16259,27.34429,35.5,89.55,21.56095
iq,7.85714,0.37919,26.60095,32.65,96.7957142857,22.14476
iq,7.45833,0.36114,26.34333,32.6,95.8757142857,21.91262
iq,7.3881,0.33104,25.95524,33.3,95.0785714286,21.49476
iq,7.68214,0.17551,25.36524,32.6,95.9271428571,20.83714
iq,7.22679,0.18812,25.50262,31.65,96.2385714286,21.20048
iq,8.29643,0.25685,25.86595,32.95,94.6471428571,20.87143
iq,7.32429,0.22547,25.92143,32.15,96.9971428571,21.55476
iq,9.65,0.17858,26.49452,34.9,93.1357142857,21.32952
iq,10.80714,0.37261,26.8719,36.05,87.53,20.49762
iq,12.13095,0.28953,27.43571,36.2,75.8042857143,18.9119
iq,13.27286,0.19789,28.49476,36.7,72.4457142857,19.46143
iq,12.44857,0.17839,27.4181,36.0,78.5857142857,18.92
iq,8.63571,0.21151,25.82143,32.9,94.3485714286,20.79286
iq,8.10714,0.28453,25.68381,31.95,96.5228571429,20.81095
iq,9.41071,0.23064,25.80429,33.15,90.8585714286,20.33667
iq,8.92143,0.23971,26.4119,34.4,93.5857142857,20.8081
iq,7.72381,0.24451,25.93032,33.25,95.82,21.48857
iq,7.78929,0.17224,25.99952,32.75,95.5271428571,20.78905
iq,8.51429,0.19825,25.5081,32.65,94.7214285714,20.3719
iq,7.53333,0.23966,25.55159,33.0,95.5257142857,20.85238
iq,8.56071,0.2044,25.71571,32.35,93.47,20.42
iq,9.27857,0.18397,25.74238,33.55,95.0371428571,20.23524
iq,8.50714,0.18316,24.7319,31.95,91.8328571429,18.33714
iq,9.75357,0.32526,26.06333,34.05,94.8528571429,20.49571
iq,10.41667,0.08702,24.02143,33.3,89.28,17.49286
iq,9.35,0.22855,25.20143,31.75,91.72,19.56905
iq,9.78214,0.31729,25.14048,32.2,91.4585714286,19.10571
iq,7.24286,0.15659,24.49032,31.7,94.0657142857,19.63143
iq,8.70238,0.16485,25.05079,31.85,92.6714285714,19.67
iq,11.39762,0.21352,24.94762,32.4,78.0742857143,17.12714
iq,10.62321,0.30024,25.71429,33.3,83.3871428571,18.38238
iq,7.78095,0.34409,24.4473,30.95,94.2471428571,19.27762
iq,11.22857,0.36983,26.02286,34.2,84.1557142857,18.69714
iq,10.625,0.411,24.30333,33.3,82.5714285714,17.13952
iq,12.38571,0.26841,25.87929,33.95,76.6185714286,16.99857
iq,10.35714,0.24474,25.9781,34.05,80.9357142857,18.89619
iq,11.19821,0.34855,26.86071,34.2,79.3342857143,19.18429
iq,12.78036,0.28347,27.77,37.05,67.7571428571,18.35619
iq,7.89286,0.3045,25.2519,32.7,92.6571428571,20.18857
iq,11.39107,0.29579,26.52714,34.25,84.4128571429,19.83762
iq,11.61667,0.355,26.80762,34.6,86.7071428571,20.38381
iq,12.75,0.25273,27.65349,35.85,78.5642857143,19.83476
iq,10.875,0.29574,26.83429,36.65,89.8442857143,20.92571
iq,11.1,0.38475,27.78714,35.4,80.45,20.41905
iq,11.06429,0.2025,27.75762,36.2,86.7057142857,21.26762
iq,8.5619,0.38882,25.35476,32.1,94.7814285714,20.13429
iq,9.3619,0.27264,26.16476,33.65,95.5928571429,21.26714
iq,10.45952,0.30894,27.57857,35.15,84.85,21.04238
iq,9.76786,0.17731,26.51738,34.55,93.5542857143,21.32619
iq,6.80143,0.21284,25.55762,33.0,96.2142857143,21.36714
iq,7.64643,0.16361,26.11119,32.25,96.5228571429,21.68048
iq,9.15,0.31188,26.67571,32.75,91.6542857143,21.52048
iq,10.08214,0.27092,27.39,34.5,86.7557142857,21.04048
iq,7.34286,0.26443,25.66976,33.25,96.0742857143,20.92714
iq,8.08929,0.19898,26.02286,32.0,93.4685714286,20.95048
iq,11.15179,0.17754,27.36262,35.6,78.67,19.74286
iq,5.7,0.38685,24.14381,30.25,95.28,20.11048
iq,9.02619,0.20307,26.3154,33.15,94.9685714286,21.18524
iq,7.57738,0.28012,25.68333,31.55,95.1257142857,20.98
iq,8.99286,0.35982,26.64556,33.4,93.0,21.56571
iq,11.32857,0.19514,27.37365,34.95,78.1314285714,19.47095
iq,7.37381,0.17868,25.84714,32.35,95.7071428571,21.47667
iq,9.20714,0.20351,25.80571,32.25,92.37,20.22952
iq,6.88214,0.30691,25.17857,30.9,96.9271428571,21.04286
iq,8.91857,0.16983,26.09,34.1,88.9728571429,20.2281
iq,8.40714,0.14472,25.95333,32.85,89.2685714286,20.5019
iq,7.62381,0.19877,25.10786,31.85,93.4514285714,20.20762
iq,7.4119,0.33526,25.32905,31.2,94.0742857143,20.6019
iq,8.8,0.21654,26.1346,32.9,90.9571428571,20.62524
iq,8.2,0.31566,26.24571,32.95,95.1571428571,20.78286
iq,7.94286,0.29309,25.63714,33.05,92.1242857143,20.56333
iq,6.29286,0.3173,24.94143,30.95,97.9714285714,20.83238
iq,8.34286,0.10205,26.45127,32.9,93.6628571429,21.18
iq,7.96905,0.14326,24.48238,31.95,93.1585714286,18.9819
iq,7.64286,0.24561,23.47937,31.2,91.5042857143,17.2581
iq,7.40357,0.20906,24.5181,30.95,96.6214285714,19.94429
iq,7.47857,0.11722,25.21143,31.7,96.0257142857,20.5881
iq,7.16071,0.16774,24.88571,31.25,93.9828571429,19.57381
iq,8.58393,0.27417,24.80286,32.04286,88.81,17.58905
iq,7.57143,0.22759,25.06905,31.43571,95.86,20.42714
iq,7.94464,0.23865,24.82667,31.72857,93.7957142857,19.0019
